Chapter,Class,Subject,category,correct_ans,opt_1,opt_2,opt_3,question,serialno
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,মালিক ও শ্রমিকপক্ষ,ট্রেড ইউনিয়ন,শ্রমিকরা,শিক্ষার্থীরা,সাংহাইতে বঙ্গবন্ধু ও সফরসঙ্গীদের সংবর্ধনা জানিয়েছিল-,3285
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,পর্যটক,ব্যবসায়ী,রাজনীতিক,আমলাতান্ত্রিক জটিলতার,"‘আমার দেখা নয়াচীন’ গ্রন্থের বর্ণনা অনুযায়ী, সেলুনঅলা বঙ্গবন্ধুর পরিচয় জিজ্ঞাসা করলে তিনি কী পরিচয় দিয়েছিলেন?",3286
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,সবগুলোই,চুরি ডাকাতি বন্ধ হয়েছে,ভিক্ষা বন্ধ হয়ে গেছে,জিনিপত্রের দাম স্বাভাবিক হয়েছে,কম্যুনিস্ট সরকারের আমলে নয়াচীনে কী পরিবর্তন হয়েছে?,3287
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,মিস লী,লী সু,পিং চ্যু,লী য়্যু সা,বঙ্গবন্ধুর দোভাষীর নাম কী?,3288
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,ঐতিহাসিক নিদর্শন দেখেছেন,উল্লেখযোগ্য কিছু দেখেননি,গুরুত্বপূর্ণ পুরাকীর্তি দেখেছেন,ঐতিহাসিক কিছু দলিল দেখেছেন,সাংহাই পাবলিক লাইব্রেরির সঙ্গে বঙ্গবন্ধু কোন লাইব্রেরির তুলনা করলেন?,3289
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,লিবারেশন পেন,ফাউন্টেন পেন,ইউনিয়ন পেন,প্রগ্রেসিভ পেন,বঙ্গবন্ধু যে কলমটি উপহার হিসেবে পেয়েছিলেন সেটির নাম কী?,3290
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,কম্যুনিস্ট দেশের ফুলের আদর হয়,নয়াচীনের বিভিন্ন নীতি সম্পর্কে,নয়াচীনের প্রকৃতি সম্পর্কে,নয়াচীনের রাজনীতি সম্পর্কে,"‘আমার দেখা নয়াচীন’ গ্রন্থের বর্ণনা অনুযায়ী, বঙ্গবন্ধু আগে কী জানতেন না?",3291
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,একটা দ্বীপ,দুইটা দ্বীপ,তিনটি দ্বীপ,চারটি দ্বীপ,হ্যাংচো শহরের লেকের ঠিক মধ্যখানে কী ছিল?,3292
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,ভালো,খারাপ,বিদ্বেষপূর্ণ,বিরক্তিকর,"‘আমার দেখা নয়াচীন’ গ্রন্থের বর্ণনা অনুযায়ী, ইংরেজ কর্মচারীদের সাথে নয়াচীনের কর্মকর্তাদের ভাবটা কেমন?",3293
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,খুব নিচু,খুব ভালো,মোটামুটি,অনুন্নত,এখন পর্যন্ত নয়াচীনের জনগণের জীবনযাত্রার মান কেমন?,3294
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,দেশের বেকার সমস্যা দূরীকরণ,রাজনৈতিক স্থিতিশীলতা আনয়ন,শিল্পায়নের প্রসার,কৃষিখাতে আধুনিকায়ন,নয়াচীন সরকারের প্রধান কাজ ছিল-,3295
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,‘আইন’ বলে কোনো জিনিস ছিল না,জমিদাররা খাজনা আদায়ে কঠোর ছিল,জমিদারদের স্বেচ্ছাচারিতার কারণে,সরকারের অনীহার কারণে,চীনের চাষীদের ওপর জমিদারদের শোষণ ভয়াবহ হওয়ার কারণ কী ছিল?,3296
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,সবগুলোই,গণতান্ত্রিক,একদলীয়,দমনমূলক,চিয়াং কাইশেকের শাসনব্যবস্থা কেমন ছিল?,3297
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,ব্যারাম হয়ে মারা গিয়েছে,অনাহারে মারা গিয়েছে,অশাল মৃত্যু হয়েছে,আল্লাহর মাল আল্লা নিয়া গেছে,ভূমিহীন অথবা জমিহীন কৃষকের ছেলেমেয়েগুলোর না খেয়ে মারা যাওয়াকে আমাদের দেশে কী বলে?,3298
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,তুলে দেওয়া হয়েছে,দূও করা যায়নি,সামান্য রোধ করা যায়,পুরোপুরি তুলে দেওয়া যায়নি,"আইন করে হোক, আর বেআইনি হোক, আর কাজ দিয়েই হোক নয়াচীন থেকে বেশ্যাবৃত্তি-",3299
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,দরখাস্ত,নির্দিষ্ট ফি,পরিবারকে জানানো,শান্তি কমিটিকে জানানো,নয়াচীনে ছেলেমেয়ে একমত হয়ে কী করলেই যার যার ধর্মানুযায়ী বিবাহ দিতে বাধ্য?,3300
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,সরকারি কর্মচারীদের বেতন,নারীদের বেতনকাঠামো,শ্রমিকদের বেতন,সেনাসদস্যদের বেতন,"‘আমার দেখা নয়াচীন’ গ্রন্থের বর্ণনা অনুযায়ী, বঙ্গবন্ধু কী শুনে আশ্চর্য হয়েছেন?",3301
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,৫০০ ও ৫০ টাকা,১০০০ ও ১০০ টাকা,২০০০ ও ২০০ টাকা,১৫০০ ও ২৫০ টাকা,"‘আমার দেখা নয়াচীন’ গ্রন্থের বর্ণনা অনুযায়ী, নয়াচীনে সর্বোচ্চ ও সর্বনিম্ন বেতন কত?",3302
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,রাষ্ট্রের আয় বেশি হতো,রাজস্বের পরিমাণ বৃদ্ধি পেত,অর্থনীতি শক্তিশালী হতো,অভাব না থাকতো,"‘আমার দেখা নয়াচীন’ গ্রন্থের বর্ণনা অনুযায়ী, ‘বেতন বেশি দিতে কেহ আপত্তি করতো না, যদি’-",3303
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,না খেয়ে,কষ্টে,কর্মহীন,সুখে,"‘আরাম করো আপত্তি নাই, তবে কেউ থাকতে পারবে না’। শূন্যস্থান-",3304
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,ঘুষ ও দুর্নীতি,বাল্যবিবাহ ও যৌতুক,নারী বৈষম্য ও নিযৃাতন,বহুবিবাহ,জাতির নৈতিক পরিবর্তন ছাড়া ও সুষ্ঠু কর্মপন্থা ছাড়া দেশ থেকে কী বন্ধ করা সম্ভব নয়?,3305
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,রাষ্ট্রের কর্ণধাররা ঘুষ দুর্নীতি তুলে দিতে বদ্ধ পরিকর,রাষ্ট্রের সর্বত্র মূল্যবোধের জাগরণ,মানুষের মাঝে সচেতনা সৃষ্টি,কঠোর আইনের মাধ্যমে,নয়াচীন থেকে দুর্নীতি তুলে দেওয়া সম্ভব হয়েছে এই কারণে যে-,3306
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,দুর্নীতি,অপরাধ,যৌতুক,বহুবিবাহ,‘একবার সমাজে এই রোগ ঢকুলে সহজে এর থেকে মুক্তি পাওয়া কষ্টকর’। এ কথার মাধ্যমে বঙ্গবন্ধু কোন বিষয়টিকে রোগ হিসেবে উল্লেখ করেছেন?,3307
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,একটা হলে,একটা অডিটরিয়ামে,একটা মাঠে,একটা ক্যান্টিনে,নানকিং বিশ্ববিদ্যালয়ে বঙ্গবন্ধু ও তার সফরসঙ্গীদের কোথায় নিয়ে যাওয়া হয়?,3308
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,নানাকিং শহরবাসীর পক্ষ থেকে,শান্তি কমিটির পক্ষ থেকে,বিশ^বিদ্যালয়ে ছাত্রদের পক্ষে থেকে,ভাইস চ্যান্সেলরের পক্ষ থেকে,নানকিং শহরে বঙ্গবন্ধু ও তার সফরসঙ্গীদের রাতের খাবারের বন্দোবস্ত কারা করছে?,3309
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,খ ও গ উভয়ই,খেতে সমস্যার কারণে,বড় বড় নেতারা বসেন তাই,সাধারণ লোকদের সাথে বসার জন্য,খাওয়ার সময় বঙ্গবন্ধু পীর সাহেবের টেবিলে কেন বসতেন না?,3310
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,কিংকং,ইন্টারকন্টিনেন্টাল,পিংপং,ঝিংঝং,বঙ্গবন্ধু ও তার সফরসঙ্গীদের সাংহাইয়ের কোন হোটেলে রাখা হয়?,3311
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,কম্যুনিস্ট শাসনে দেশের পরিস্থিতি দেখতে,বাজার পরিস্থিতি মূল্যায়ন করতে,বাজারে চাহিদার বিপরীতে যোগান,মানুষের ক্রয়ক্ষমতা যাচাই করতে,পকেটের অবস্থা খারাপ হলেও বঙ্গবন্ধু সাংহাই বাজারে কেন গিয়েছিলেন?,3312
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,আমেরিকানদের পরিচালিত স্কুলে,পিকিং বিশ্ববিদ্যালয়ে,নানকিং বিশ্ববিদ্যালয়ে,মিশনারিদের স্কুলে,"‘আমার দেখা নয়াচীন’ গ্রন্থের বর্ণনা অনুযায়ী, বঙ্গবন্ধুর দোভাষী মিস লী কোথায় লেখাপড়া করেছেন?",3313
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,সীমান্ত প্রদেশের,লাহোরের,পাঞ্জাবের,পেশোয়ারের,"‘আমার দেখা নয়াচীন’ গ্রন্থের বর্ণনা অনুযায়ী, খান গোলাম মহম্মদ খান লুন্দখোর কোন প্রদেশের রাজনীতিক?",3314
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,সন্ধ্যায়,বিকেলে,রাতে,সন্ধ্যার একটু আগে,"‘আমার দেখা নয়াচীন’ গ্রন্থের বর্ণনা অনুযায়ী, বঙ্গবন্ধু ও তার সফরসঙ্গীরা লেক থেকে বাজারে গিয়েছিল কখন?",3315
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,১ মাস,২ মাস,৩ মাস,৪ মাস,"‘আমার দেখা নয়াচীন’ গ্রন্থের বর্ণনা অনুযায়ী, নয়াচীনের একশত মাইল রাস্তা নির্মাণ করতে কত দিন লেগেছিল?",3316
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,সবগুলোই,খাদ্যের স্বয়ংসম্পূর্ণতা,বিদেশে খাদ্যশস্য চালান,অন্য দেশকে সহায়তা,‘চীনে নয়া সরকার সৎ ও দেশপ্রেমিক এবং তাদের কাজ গঠনমূলক’ - এ কথার কারণ কী?,3317
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,বিনা চিকিৎসায় না খেয়ে মারা যায়,মামলার ভয়ে গ্রাম ত্যাগ করে,মহাজনের অত্যাচাওে মৃত্যু হয়,সারা জীবন দাসত্ব করতে হয়,পূর্ববাংলার ভূমিহীন ও নিঃস্ব কৃষকের পরিণতি কী হয়?,3318
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,জামাই,খাবার,আসবাবপত্র,ওষুধ,নয়াচীন বর্তমানে পূর্বের মতো মেয়েদের-বাবা-মায়ের টাকা দিয়ে কী কিনতে হয় না?,3319
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,মেয়েরা,পুরুষেরা,শান্তি কমিটি,শ্রমিকরা,নয়াচীনে সমস্ত চাকরিতে কারা ঢুকে পড়ছে?,3320
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,বঙ্গবন্ধু,পীর মানকী শরীফ,সৈয়দ ইফসুফ হাসান,মানিক মিয়া,‘আপনাদের নেতাকে তো সকলে ভালোবাসেন তবে তিনি ওভাবে গার্ডের ভিতর বাস করেন কেন?’ - এ প্রশ্নকারী ব্যক্তির নাম কী?,3321
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,সকলকে সমান করে দেওয়া হয়েছে,সকলকে সমানভাবে বিবেচনা করা হয়,সকলকে কর্মসংস্থানের ব্যবস্থা করা হয়েছে,সকলকে বেতন বেশি দেওয়া হয়,"আমাদের দেশে নয়াচীন সম্পর্কে কী প্রোপাগান্ডা করা হয় যা, সত্য নয়?",3322
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,বঙ্গবন্ধু,মাওলানা ভাসানী,পীর মানকী শরীফ,আতাউর রহমান,"‘আমি জানি, অনেক কর্মচারী দুই তিন হাজার টাকা বেতন পায়, তথাপি ঘুষ খায়’। - এখানে আমি কোন ব্যক্তি?",3323
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,সুতা-লোহা-ঔষধের,সিরামিক্স-টাইলস,ইলেক্টনিক্স সামগ্রী,গৃহনির্মাণ সামগ্রী,তিয়ানজিং শহরে কোন ধরনের শিল্প প্রতিষ্ঠান রয়েছে?,3324
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,সান ইয়াৎ সেনের কবর,পুরানো প্রাসাদ,কৃষিফার্ম,ফুলের বাগান,বঙ্গবন্ধু ও তার সফরসঙ্গীরা নানকিং শহরের কোন দর্শনীয় স্থানটি প্রথম দেখতে গিয়েছেন?,3325
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,প্রকৃত উন্নয়ন দেখতে,সৌন্দর্য উপলব্ধি করতে,উন্নয়ন মূল্যায়ন করতে,গৃহকর্তার সাথে কথা বলতে,"‘আমার দেখা নয়াচীন’ গ্রন্থের বর্ণনা অনুযায়ী, বঙ্গবন্ধু বাড়ির ভিতর দেখতে চেয়েছেন কেন?",3326
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,জাতীয়করণ করেছে,বন্ধ করে দিয়েছে,গুঁড়িয়ে দিয়েছে,কোনোটিই নয়,সাংহাইতে আমেরিকান স্কুলগুলোর জন্য নয়াচীন সরকার কী পদক্ষেপ গ্রহণ করেছে?,3327
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,সবগুলোই,কম্যুনিস্ট নয়,কম্যুনিস্ট ভাবাপন্নও নয়,কম্যুনিস্ট বিরোধী,"‘আমার দেখা নয়াচীন’ গ্রন্থের বর্ণনা অনুযায়ী, পাকিস্তানি প্রতিনিধিদের সম্পর্কে চীনা শান্তি কমিটি ও সরকারের ধারণা কী ছিল?",3328
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,দেশি,বিদেশি,পুরানো,সৌখিন পণ্য,"‘আমার দেখা নয়াচীন’ গ্রন্থের বর্ণনা অনুযায়ী, চীনারা বেশি দাম দিয়ে হলেও কোন ধরনের পণ্য ক্রয় করে?",3329
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,ব্রিটিশ কর্মচারীদের,আমেরিকানদের,জাপানিদের,পাকিস্তানিদের,"‘জানে কম্যুনিস্ট চীন তাদের বন্ধু না, তবু বন্ধুভাবে তাদের গ্রহণ করে’। - এখানে কাদের কথা বলা হয়েছে?",3330
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,চীন,পাকিস্তান,ভারত,জাপান,"‘আমাদের সরকার ও আমাদের শিক্ষিত সমাজের প্রতিজ্ঞা, একজনও আফিমখোর রাখবো না এই দেশে’। - এখানে কোন দেশের কথা বলা হয়েছে?",3331
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,ডাকাতি,আত্মঘাতী,মাদক ব্যবসা,লুটপাট,"‘আমার দেখা নয়াচীন’ গ্রন্থের বর্ণনা অনুযায়ী, চীনের আর একটা বিখ্যাত জিনিস ছিল-",3332
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,চীন,ভারত,জাপান,রাশিয়া,‘কত বড় সংকল্প এদের মনে! এরা এত বড় বিরাট বেকার সমস্যা চিরদিনের জন্য দেশ থেকে মুছে দিতে চায়?’ বঙ্গবন্ধু কোন দেশ সম্পর্কে এ উক্তিটি করেছেন?,3333
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,আইন করে,সংস্কারের মাধ্যমে,প্রোপাগান্ডা করে,সুষ্ঠু সামাজিক কর্মপন্থার মাধ্যমে,নয়াচীনে ‘পুরুষ শ্রেষ্ঠ আর স্ত্রী নিকৃষ্ট’ প্রথা কীভাবে বন্ধ করা হয়েছে?,3334
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,তুরস্ক,মিসর,কুয়েত,বাহরাইন,নয়াচীনের পূর্বে কোন মুসলিম দেশ নারী স্বাধীনতা স্বীকার করেছেন?,3335
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,চিয়াং কাইশেক ও তার দলবল,চৌ এন লাই ও তার দলবল,বিদেশি শত্রুদের,সাম্রাজ্যবাদীদের,‘তারা সুযোগ পেলেই আমাদের নেতাকে হত্যা করতে দ্বিধাবোধ করবে না’। - এখানে কাদের কথা বলা হয়েছে?,3336
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,সুষ্ঠু কর্মপন্থা,বেতন বৃদ্ধি,প্রণোদনা প্রদান,ব্যাংকঋণ,"‘আমার দেখা নয়াচীন’ গ্রন্থের বর্ণনা অনুযায়ী, গরীব কর্মচারীদের ভালো রাখার জন্য প্রয়োজন-",3337
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,ঘুষ না খাওয়াই,ঘুষ খাওয়া,ঘুষ প্রথা না থাকা,ঘুষের বিরুদ্ধে জনমত গঠন,আমাদের দেশে ব্যতিক্রম হিসেবে কোন বিষয়টির উল্লেখ করা হয়েছে?,3338
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,পূর্ব বাংলা,চীন,পাকিস্তান,ভারত,‘অনেকে পেটের দায়ে ঘুষ খেতে বাধ্য হয়। আবার অনেকে বাংকে টাকা জমা রাখার জন্য খায়। ইংরেজ আমলে বড় বড় কর্মচারীরা একটু কম ঘুষ খেতো। এখন অনেকেই ঘুষ খায়’। ‘আমার দেখা নয়াচীন’ গ্রন্থে কোন দেশে সম্পর্কে এ কথা বলা হয়েছে?,3339
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,চোরাকারবারী ও দুর্নীতিপরায়ণ লোকদের,অন্যায়ভাবে হত্যাকারীর,ডাকাতির মামলার আসামিদের,দুর্নীতিবাজ রাজনীতিবিদদের,"‘আমার দেখা নয়াচীন’ গ্রন্থের বর্ণনা অনুযায়ী, বঙ্গবন্ধুর মতে ফাঁসি হওয়া উচিত-",3340
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,স্বাস্থ্যমন্ত্রী,রেলপথ মন্ত্রী,শিক্ষামন্ত্রী,বাণিজ্যমন্ত্রী,পিকিং রেলস্টশনে বঙ্গবন্ধু ও তার সফরসঙ্গীদের বিদায় মুহূর্তে জাতীয় সরকারের কোন মন্ত্রী উপস্থিত ছিলেন?,3341
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,পীর সাহেবের,আতাউর রহমানের,মানিক মিয়ার,খন্দকার ইলিয়াসের,"‘আমার দেখা নয়াচীন’ গ্রন্থের বর্ণনা অনুযায়ী, বঙ্গবন্ধু কখনই কার টেবিলে খেতে বসতেন না?",3342
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,কারখানায়,হাসপাতালে,বাজারে,মাঠে,"‘আমার দেখা নয়াচীন’ গ্রন্থের বর্ণনা অনুযায়ী, বঙ্গবন্ধুকে যে বাড়ির ভিতরে নিয়ে যাওয়া হয়েছিল সে বাড়ির কর্তা কোথায় ছিলেন?",3343
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,শেখ মুজিবুর রহমান,পীর মানকী শরীফ,খন্দকার ইলিয়াস,ফজলুল হক সাহেদা,‘আমাদের দেশের শ্রমিকদের যে অবস্থা তাহা কল্পনা করলে আর ওদের অবস্থা দেখে আশ্চর্য হওয়া ছাড়া উপায় কী?’ - কথাটি কে বলেছেন?,3344
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,উল্লেখযোগ্য কিছু দেখেননি,গুরুত্বপূর্ণ পুরাকীর্তি দেখেছেন,ঐতিহাসিক নিদর্শন দেখেছেন,ঐতিহাসিক কিছু দলিল দেখেছেন,সাংহাই মিউজিয়াম পরিদর্শন সম্পর্কে বঙ্গবন্ধু কী মন্ত্রব্য করেছেন?,3345
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,শ্রমিক দম্পতির দেওয়া উপহার,মাও সেতুংয়ের দেয়া উপহার,সাংহাইনগর কর্তৃপক্ষের উপহার,শান্তি কমিটি প্রদত্ত উপহার,"‘আমার দেখা নয়াচীন’ গ্রন্থের বর্ণনা অনুযায়ী, নয়াচীন সফরে প্রাপ্ত উপহারের মধ্যে বঙ্গবন্ধুর কাছে বেশি মূল্যবান কোনটি?",3346
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,সবগুলোই,শ্রমিকের উপহার তাই,দিনমজুরের উপহার তাই,পরিশ্রমলব্ধ অর্থের উপহার তাই,বঙ্গবন্ধু শ্রমিক দম্পতি প্রদত্ত কলম উপহারকে বেশি মূল্যবান  বলেছেন কেন?,3347
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,হ্যাংচো,সাংহাই,নানকিং,ক্যান্টন,"‘একটা বিরাট লেকের চারপার্শ্বের শহরটা, পাশে ছোট ছোট পাহাড়, তার গা ঘেঁষেই বড় বড় বাড়ি গড়ে উঠেছে’। - এখানে কোন শহরের বর্ণনা প্রদান করা হয়েছে?",3348
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,বাধা দেওয়া হয় না,বাধা দেওয়া হয়,নিয়ম মেনে করতে হয়,প্রকাশ্যে করা যায় না,"‘আমার দেখা নয়াচীন’ গ্রন্থের বর্ণনা অনুযায়ী, নয়াচীনে ধর্মকর্ম পালনের ক্ষেত্রে-",3349
আমার দেখা নয়াচীন,বঙ্গবন্ধু শেখ মুজিবুর রহমান,বঙ্গবন্ধু শেখ মুজিবুর রহমান,1,১০/১২ জন,৫/৭ জন,৮/৯ জন,১০/১১ জন,লেকের ভিতর একটা বড় নৌকায় কতজন ছাত্র-ছাত্রী ছিল?,3350
