Chapter,Class,Subject,category,correct_ans,opt_1,opt_2,opt_3,question
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,খরিফ-২,খরিফ,খরিফ-১,রবি,খুব বেশি বৃষ্টিপাত হয় কোন মৌসুমে?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,আপন ধান,পাট,তিল,গম,খরিফ-২ মৌসুমের প্রধান ফসল কোনটি?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,বেগুন,ফুলকপি,গাজর,মিষ্টি কুমড়া,বারমাসী ফসল কোনটি?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,চীনাবাদাম,আলু,পিাট,গম,মৌসুম নিরপেক্ষ মাঠ ফসল কোনটি?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,মৌসুম নিরক্ষে,মৌসুম,রবি,খরিফ,কোন ধরনের ফসলের জলবায়ুগত চাহিদার বিস্তার অনেক বেশি?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,সালোকসংশ্লেষণ,শ্বসন,প্রস্বেদন,ব্যাপন,উদ্ভিদ কোন প্রক্রিয়ায় খাদ্য তৈরি প্রভাব?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,চা,ভুট্রা,গম,আখ,ছায়া পছন্দকারী ফসল কোনটি?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,২,৩,৪,৫,দিনের দৈঘ্যর ওপর সংবেদনশীলতার ভিত্তিতে উদ্ভিদ কয় প্রকার?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,পাট,গম,টমেটো,সরিষা,দীর্ঘ দিবসী উদ্ভিদ কোনটি?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,আমন ধান,আউশ ধান,পাট,ধুন্দল,নিচের কোন উদ্ভিদের ফুল-ফল উৎপাদনের জন্য দিনের দৈর্ঘ্য ১২ ঘন্টার কম হওয়া প্রয়োজন?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,আলু,পেঁপে,বেগুন,লালশাক,কার্ডিনাল তাপমাত্রার উদ্ভিদ কোনটি?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,পেঁপে,আম,সেগুন,কলা,অতিবৃষ্টির কারণে নিচের কোন গাছটি মারা যায়?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,শিলা বৃষ্টি,অতিবৃষ্টি,ভারী বৃষ্টি,তুষারপাত,বৃষ্টিপাত বরফের আকারে পতিত হলে তাকে কী বলে?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,দক্ষিণ-পূর্বাঞ্চল,উত্তরাঞ্চল,দক্ষিণাঞ্চল,পশ্চিমাঞ্চল,বাংলাদেশের কোন এলাকায় শিলাবৃষ্টি বেশি হয়?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,৭০-৯০ ভাগ,৫০-৬০,৬০-৭০,৬৫-৭০ ভাগ,তীব্র খরায় কতভাগ ফলন ঘাটতি হয়?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,৪০-৭০ ভাগ,১৫-২০ ভাগ,২০-৩০,৩০-৪০ ভাগ,মাঝারি খরায় কতভাগ ফলন ঘাটতি হয়?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,আমন,আউশ,ইরি,বোরো,বন্যার কারণে ক্ষতিগ্রস্ত হয় কোন ধান?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,হাওড় আঞ্চলে,পাহাড়ি অঞ্চলে,পলি অঞ্চলে,দ্বীপ অঞ্চলে,ঢল বন্যা দেখা যায় কোথায়?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,রাজশাহী,সিলেট,খুলনা,শেরপুর,বাংলাদেশের কোন জেলায় আমের ফলন ভালো হয়?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,যশোর,বরিশাল,পাবনা,রংপুর,খেজুরের ফলন ভালো হয় কোন জেলায়?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,৩০,২০,২৫,৩৫,বাংলাদেশকে কয়টি কৃষি পরিবেশিক অঞ্চলে ভাগ করা হয়েছে?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,ধান,চা,পান,লিচু,সকল কৃষি পরিবেশিক অঞ্চলে উৎপাদন হয় কোন ফসল?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,পরিবেশ অঞ্চল-২,পরিবেশ অঞ্চল-১,পরিবেশ অঞ্চল-১০,পরিবেশ অঞ্চল-২৫,তিস্তার চর কোন পরিবেশ অঞ্চলের অন্তর্ভুক্ত?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,পরিবেশ অঞ্চল-১৩,পরিবেশ অঞ্চল-৭,পরিবেশ অঞ্চল-১৫,পরিবেশ অঞ্চল-১৭,সুন্দরবন কোন পরিবেশ অঞ্চলের অন্তর্ভুক্ত?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,পরিবেশ অঞ্চল-২৯,পরিবেশ অঞ্চল-২০,পরিবেশ অঞ্চল-২৭,পরিবেশ অঞ্চল-২৭,সকল পাহাড়ি অঞ্চল কোন অঞ্চলের অন্তর্ভুক্ত?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,আর্দ্র গ্রীষ্মকাল,ভারি বৃষ্টিপাত,দীর্ঘ শীতকাল,শুষ্ক শীতকাল,বাংলাদেশের জলবায়ুর বৈশিষ্ট্য কোনটি?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,আষাঢ়-ভাদ্র,আষাঢ়-শ্রাবণ,আষাঢ়-চৈত্র,চৈত্র-বৈশাখ,খরিফ-২ মৌসুমের সময়কাল কোনটি?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,রবি,বর্ষা,খরিফ-১,খরিফ-২,পোকামাকড়ের আক্রমণ কম হয় কোন মৌসুমে?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,কাঁঠাল,আম,ধান,জাম,অতিবৃষ্টিতে কোন উদ্ভিদ মারা যায়?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,পাট,ছোলা,গম,ফুলকপি,উষ্ণ ঋতুর ফসল কোনটি?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,পেঁপে,পেয়ারা,আনারস,তাল,খরিফ-১ মৌসুমে কোন ফল পাকে?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,পেঁয়াজ,ভুট্রা,বেগুন,লালশাক,কোন ফসলটি আমাদের দেশে সারাবছর চাষ করা সম্ভব হলে বিদেশ থেকে আমদানি করতে হতো না?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,২৫ ― ৩১,১ ― ১৮,৩১ ― ৩৭,৪৪ ― ৪৫,ঠান্ডা ঋতুর ফসল জন্মানোর জন্য সর্বোত্তম কত ডিগ্রি সে. প্রয়োজন?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,২০,১৫,২৫,৩০,একটানা কত দিন বৃষ্টি না হলে তাকে খরা বলে?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,৪০-৭০,৪০-৫০,৪০-৬০,৪০-৮০,মাঝারি খরায় কত ভাগ ফলন ঘাটতি হয়ে থাকে?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,কলমি,আউশ ধান,পাট,চাল কুমড়া,স্বল্প দিবা উদ্ভিদ কোনটি?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,"৩,৯,১১","২৫,২৬,২৭","১৪,১৫,১৬","৫,৬,৭",কোন কোন পরিবেশ অঞ্চল ‘সোনার বাংলা’ নামে পরিচিত?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,৯,১০,১,১২,সকল ফসলই উৎপাদন করা যায় কোন পরিবেশ অঞ্চলে?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,১৫,১৩,১৪,১৬,আড়িয়াল বিল এলাকা নিয়ে কোন পরিবেশ অঞ্চল গঠিত?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,২০,১৭,১৮,১৯,সিলেটের টেঙ্গুয়ার হাওর এলাকাগুলো নিয়ে কোন পরিবেশ অঞ্চল?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,২৭,২৪,২৫,২৬,দিনাজপুরের বরেন্দ্র অঞ্চল নিয়ে কোন পরিবেশ অঞ্চল গঠিত?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,৩০,২৭,২৮,২৯,আখাউড়ার লালমাটি অঞ্চল নিয়ে কোন পরিবেশ অঞ্চল গঠিত?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,চৈত্র-ভাদ্র,আশ্বিন-কার্তিক,পৌষ-মাঘ,ফাল্গুন-চৈত্র,খরিফ মৌসুমের সময় কোনটি?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,মসুর,গিমা,ধান,পাট,ঠান্ডা ঋতুর ফসল কোনটি?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,রাজশাহীতে,সিলেটে,বরিশালে,রংপুরে,বাংলাদেশের কোথায় আখের ফলন ভালো হয়?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,৩,৮,৬,১২,কোন কৃষি পরিবেশ অঞ্চলটি ‘সোনার বাংলা’ নামে অভিহিত?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,রংপুর,নওগাঁ,বরিশাল,সাতক্ষীরা,বাংলাদেশে খরা প্রবণ জেলা কোনটি?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,২টি,৩টি,৪টি,৫টি,আমাদের দেশে কয়টি কৃষি মৌসুম প্রধান?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,আখ,আমন ধান,কফি,চা,আলো পছন্দকারী উদ্ভিদ কোনটি?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,কার্পসা তুলা,আমন ধান,আউশ ধান,পাট,দিবস নিরপেক্ষ উদ্ভিদ কোনটি?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,কফি,পাট,আখ,ভুট্রা,ছায়া পছন্দকারী উদ্ভিদ কোনটি?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,সালোকসংশ্লষণ,ব্যাপন,প্রস্বেদন,শ্বসন,উদ্ভিদের কোন প্রক্রিয়ায় সূর্যালোকের উপিস্থিতি অত্যাবশ্যক?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,চৈত্র-বৈশাখ,ফাল্গুন-চৈত্র,বৈশাখ-জ্যৈষ্ঠ,জ্যৈষ্ঠ-আষাঢ়,বাংলাদেশে কখন শিলাবৃষ্টি হয়ে থাকে?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,আম,সবজি,খেজুর,রসুন,পরিবেশ অঞ্চল ১ এর বিশেষ ফসল কোনটি?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,২০ দিন,১৫ দিন,২৫ দিন,৩০ দিন,একটানা কতদিন বৃষ্টি না হলে তাকে খরা বলে?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,২২,২০,২১,২৩,পাহাড়ের পাদদেশগুলো নিয়ে কোন পরিবেশ অঞ্চল গঠিত?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,কলা,আম,কাঁঠাল,আনারস,বারমাসি ফল কোনটি?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,২,৩,৪,৫,প্রধানত কৃষি মৌসুম কয়টি?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,পেঁপে,পেয়ারা,আনারস,তাল,খরিফ-১ মৌসুমে কোন ফল পাকে?
কৃষি ও জলবায়ু,7,কৃষি শিক্ষা,4,দিবস নিরপেক্ষ,তাপমাত্রা নিরপেক্ষ,বৃষ্টিপাত নিরপেক্ষ,আলো নিরপেক্ষ,মৌসুম নিরপেক্ষ ফসলকে কী বলে?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,খই ভুট্টা,বর্ণালী,মোহর,শুভ্রা,খই (পপ কর্ণ) এর নিচের কোনটি ব্যবহার হয়?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,বারি মিষ্টি ভুট্টা-১,বারি হাইব্রিড ভুট্রা-২,বারি ভুট্রা-৭,বারি ভুট্রা-৬,বাংলাদেশ কৃষি গবেষণা ইনষ্টিটিউট কটি অবস্থায় খাওয়াার জন্য নিচের কোন জাতটি বের করেছে?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,৭৫ সেমি,৫০ সেমি,২৫ সেমি,১০০ সেমি,ভুট্রা চাষের জন্য সারি থেকে সারির দূরত্ব কত হবে?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,৫ টন,৮ টন,২ টন,৬ টন,ভুট্রা চাষে হেক্টর প্রতি কতটুকু গোবর সার দিলে ভালো ফল পাওয়া যায়?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,৩০ দিন,২০ দিন,৪০ দিন,২৫ দিন,চারা গজানোর কত দিনের মধ্যে জমি থেকে ভুট্রা চারা তুলে ফেলতে হবে?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,৩-৪ টি,২-৩ টি,৪-৫ টি,৫-৬ টি,ভুট্রা চাষে আশানুরূপ ফলন পেতে কতটি সেচ দেওয়া প্রয়োজন?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,ফুরাডান,জিপসাম,কার্বেনডাজিম,কেরোসিন,ভুট্রা গাছে কাটুই পোকার আক্রমণরোধে কী ব্যবহার করতে হবে?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,৭৫-৮০%,৬০-৭০%,৭০-৮০%,৮০-৯০%,ভুট্রা গাছের মোচা কতটুকু পরিপক্ষ হলে ফসল সংগ্রহ করা যাবে?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,১৩৫-১৫৫ দিন,২০০ দিন,১৫০ দিন,১৪০-১৬০ দিন,রবি মৌসুমে ভুট্রা গাছের জীবনকাল কত দিন?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,৩.৫-৮.৫ টন,২.৫-৩ টন,৩.৫-৪ টন,৪.২-৮.২ টন,জাত ও মৌসুম ভেদে ভুট্রার ফলন হেক্টর প্রতি কত হয়?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,কন্দ থেকে,পাতা থেকে,শিকড় থেকে,শাখা থেকে,বাংলাদেশে সাধারণত কী থেকে রজনীগন্ধার বংশ বিস্তার করা হয়?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,রেলে-দোআশঁ মাটি,এঁটেল মাটি,বেলে মাটি,কর্দমাক্ত মাটি,কোন মাটিতে রজনীগন্ধা ভালো জন্মে?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,১০-১৫ সেমি,৫-১০ সেমি,১৫-২০ সেমি,২০ সেমি,রজনীগন্ধার গাছ থেকে গাছের দূরত্ব কত রাখতে হয়?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,২০০ কেজি,১০০ কেজি,২৫০ কেজি,৩০০ কেজি,রজনীগন্ধা চাষে হেক্টর প্রতি কতটুকু ইউরিয়া সার ব্যবহার করতে হয়?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,ছত্রাক,ভাইরাস,ব্যাকটেরিয়া,নেমাটোড,বর্ষাকালে রজনীগন্ধা গাছের গোড়া পচা রোগটি কী জনিত?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,গাঁদা,রজনীগন্ধা,কচমচ,ডালিয়া,কোন ফুলের পাতার রস কত স্থানে লাগালে রক্ত পড়া বন্ধ হয়?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,আফ্রিকান গাঁদা,জাপানি গাঁদা,ইতালিয়ান গাঁদা,আমেরিকান গাঁদা,কোন প্রজাতির গাঁদা বাংলাদেশে চাষ করা হয়?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,১৫-৩০,১০-২০,২০-২৫,২৫-৩০,ফরাসি গাঁদা উচ্চতায় কতটুকু লম্বা হয়?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,ব্যাকটেরিয়া,ভাইরাস,ছত্রাক,নেমাটোড,গাঁদা ফুল গাছে উইল্ট রোগ দেখা দেয় কিসের আক্রমণে?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,পেয়ারা,কলা,তরমুজ,গাব,নিচের কোন ফল ভিটামিন ‘সি’ এর একটি প্রধান উৎস?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,স্বরূপকাঠি,বর্ণালী,শুভ্রা,মহানন্দা,নিচের কোনটি পেয়ারার একটি জাত?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,গুটি কলম,শাখা কলম,শিকড় থেকে,কোনটিই নয়,পেয়ারার চারা তৈরির জন্য নিচের কোন পদ্ধতিটি উপযোগী ―
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,১৫-২০ কেজি,২০-২৫ কেজি,২ মন,৪০-৫০ কেজি,৪-৫ বছরের একটি পেয়ারা গাছ থেকে কতটুকু ফলন পাওয়া যায়?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,পেঁপে,পেয়ারা,জাম,তরমুজ,নিচের কোনটি কাঁচা অবস্থায় তরকারি ও পাকা অবস্থায় ফল হিসেবে খাওয়া যায়?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,ওয়াশিংটন,কাঞ্চননগর,স্বরূপকাঠি,লন্ডন,আমার দেশে নিচের কোন পেঁপে জাতটি চাষাবাদ করা হয়?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,১০%,১৫%,২০%,২৫%,পেঁপে চাষে পরাগায়নের সুবিধার জন্য বাগানে কী পরিমাণ পুরুষ ফুল থাকা প্রয়োজন?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,পেঁপে,পেয়ারা,আলু,কাঁঠাল,মোজাইক ভাইরাস রোগ কোন গাছে দেখা যায়?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,তিন ধরনের,পাঁচ ধরনের,দুই ধরনের,এক ধরনের,ফসল উৎপাদনে কয় ধরনের ব্যয় আছে?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,পানি সেচে ব্যয়,শ্রমিকের মজুরি,চারা পরিচর্যার ব্যয়,মাদা তৈরিতে ব্যয়,নিচের কোনটি বস্তুগত উপকরণ ব্যয়?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,থাইল্যান্ড,জাপান,ফ্রান্স,ভারত,কৈ মাছের বাংলাদেশে চাষকৃত জাতটি কোন দেশ থেকে আমদানিকৃত?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,৫-৬ মাস,২-৩ মাস,৩-৪ মাস,১-২ মাস,কৈ মাছ চাষের জন্য পুকুরে কত পানি থাকা প্রয়োজন?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,৪০০-৫০০,৫০০-৮০০,৮০০-১০০০,১০০০- ২০০০,প্রতি শতকে কতগুলো কৈ পোনা মজুদ করা যাবে?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,২,৩,৪,১,রোগ ব্যবস্থাপনা কয় ধরনের হয়?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,ডিপটারেক্স,কপার সালফেট,অক্সিটেট্রাসাইক্লিন,চুনা,পুকুরে মাছ উঁকুন দ্বারা আক্রান্ত হলে নিচের কোনটি দিতে হবে?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,মুক্ত বা ছাড়া,অর্ধ-আবদ্ধ,আবদ্ধ,সব পদ্ধতিতে,গ্রামে কোন পদ্ধতিতে মুরগি পালন করা হয়?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,আবদ্ধ,মুক্ত বা ছাড়া,অর্ধ-আবদ্ধ,সব পদ্ধতিতে,বাণিজ্যিক খামারে কোন পদ্ধতিতে মুরগি পালন করা হয়?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,মুক্ত বা ছাড়া,অর্ধ আবদ্ধ,আবদ্ধ,সবগুলোই,অল্প সংখ্যক মুরগি পালনের জন্য কোন পদ্ধতিটি জনপ্রিয়?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,৭০%,৮০%,৭৫%,৮৫%,খামারের মোট খরচের কত অংশ খাদ্যের জন্য হয়?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,তিন ধরনের,এক ধরনের,দুই ধরনের,চার ধরনের,বাজারে বাণিজ্যিকভাবে মুরগির কয় ধরনের খাবার পাওয়া যায়?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,১০-১৫,৫-১০,১৫-২০,২০-২৫,প্রতিটি বাচ্চা মুরগি দৈনিক কত গ্রাম খাবার খায়?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,২০০ মিলিলিটার,৫০ মিলিলিটার,১০০ মিলিলিটার,১৫০ মিলিলিটার,বয়স্ক মুরগিকে দৈনিক কতটুকু জীবাণুমুক্ত বিশুদ্ধ পানি দিতে হয়?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,ভাইরাসজনিত,ব্যাকটেরিয়াজনিত,ছত্রাকজনিক,পরজীবীজনিত,মুরগির কোন রোগের কোনো চিকিৎসা নাই?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,ফাউয়েল,ভাইরাসজনিত,বার্ড ফ্লু,রক্ত আমাশয়,নিচের কোনটি মুরগির ব্যাকটেরিয়াজনিত রোগ?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,প্রোটোজোয়া,ভাইরাস,ব্যাকটেরিয়া,ছত্রাক,মুরগির রক্ত আমাশয় রোগটি কিসের দ্বারা হয়ে থাকে?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,২-৩ টি,১-২ টি,৩-৪ টি,৪-৫ টি,একটি ছাগী একসাথে কয়টি বাচ্চা দিয়ে থাকে?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,১০ বর্গফুঠ,৫ বর্গফুট,৪ বর্গফুট,৮ বর্গফুট,ছাগলের ঘর তৈরির সময় প্রতিটি ছাগলের জন্য কতটুকু জায়গা প্রয়োজন হয়?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,১ মাস পার হলে,২ মাস পার হলে,১ বছর পার হলে,২ বছর পার হলে,কত বয়সে ছাগল ছানাকে দানাদার খাদ্যের অভ্যাস করাতে হবে?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,৩৫০ গ্রাম,১০০ গ্রাম,২৫০ গ্রাম,৩০০ গ্রাম,১৪ কেজি ওজনের একটি ছাগরকৈ দৈনিক কত গ্রাম দানাদার খাদ্য দিতে হবে?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,নিউমোনিয়া,গলাফুলা,ডায়রিয়া,পুষ্টিহীনতা,নিচের কোনটি ছাগলের ভাইরাসজনিত রোগ?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,প্রোটোজোয়া,ভাইরাস,ক্যাকটেরিয়া,ছত্রাক,ছাগলের আমাশয় রোগ হওয়ার কারণ কোনটি?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,শুষ্ক,ভেজা,স্যাঁতসেঁতে,নোংরা,ছাগলের থাকার মেঝে কী অবস্থায় থাকা দরকার?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,২টি,১টি,৩টি,৫টি,মুরগি পালনরে ব্যয়ের খাত কয়টি?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,শুভ্রা,মুকুন্দপুরী,পুষা,রাঁচি,উচ্চ ফলনশীল জাতের ভুট্রা কোনটি?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,৫ পাতা পর্যায়ে,১০ পাতা পর্যায়ে,মোচা বের হওয়ার সময়,দানা বাঁধার পূর্বে,ভুট্রার জমিতে ১ম বার সেচ দিতে হয় কখন?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,কন্দ থেকে,ফুল থেকে,বীজ থেকে,কান্ড থেকে,রজনীগন্ধার বংশবিস্তার হয় কী থেকে?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,আফ্রিকান,জাপানি,ইতালিয়ান,আমেরিকান,কোন প্রজাতির গাঁদা বাংলাদেশে চাষ করা হয়
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,ব্যাকটেরিয়া,ছত্রাক,ভাইরাস,পরজীবী,গাঁদা গাছের উইল্ট রোগ সৃষ্টি করে কোন জীবাণু?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,১-২,১.৫-২,১.৫-২.৫,২-২.৫,কৈ মাছের পুকুরে শতক প্রতি কত কেজি চুন প্রয়োগ করতে হয়?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,০.৫-১.০,১.৫-২.০,২.৫-৩.০,৩.৫-৪.০,ক্ষতরোগ হলে ৩০ সে.মি গভীরতার পুকুরে প্রতি শতকে কত কেজি লবণ দিতে হবে?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,৬০-৭৫,২৫-৩৫,৩৫-৪৫,৪৫-৫৫,রেশন তৈরির সময় শতকরা কত ভাগ শর্করা জাতীয় খাবার দিতে হবে?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,ভাইরাস,ব্যাকটেরিয়া,ছত্রাক,পরজীবী,মুরগির কোনটি দ্বারা আক্রান্ত রোগের চিকিৎসা নেই?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,রবি,খরিফ-১,খরিফ-২,সবগুলো,আমাদের দেশে কোন মৌসুমে ভুট্রার চাষ বেশি হয়ে থাকে?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,কম,বেশি,মাঝারি,খুবই কম,ভুট্রার ফসলে পোকা-মাকড়ের আক্রমণ হয় ―
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,১-২ লি.,২-৩ লি.,৩-৪ লি.,৪-৫ লি.,বয়সভেদে ছাগলকে দৈনিক কত লিটার পান করাতে হবে?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,ব্যাকটেরিয়া,ভাইরাস,ছত্রাক,পরজীবী,ছাগলের গলাফুলা রোগটির কারণ কোনটি?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,চলমান খরচ,স্থায়ী খরচ,অস্থায়ী খরচ,প্রকৃত খরচ,"মুরগির বাচ্চা ক্রয়, খাদ্য, বিদ্যুৎ খরচ কোন ধরনের খরচ?"
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,দানা,পাতা,শিকড়,ফুল,মানুষের খাদ্য হিসেবে ব্যবহৃত হয় ভুট্রার ―
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,২৫-৩০,১০-১৫,৩০-৪০,৮-১২,বারি ভুট্রার জাতের জন্য প্রতি হেক্টরে কত কেজি বীজ প্রয়োজন?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,১৩৫-১৫৫,১২০-১৩০,১৬০-১৭০,১৮০-২০০,রবি মৌসুমে ভুট্রার গাছের জীবনকাল কত দিন?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,৪-৫টি,১-২টি,২-৩টি,৬-৭টি,গাঁদা চাষের জন্য জমিতে কতটি দিতে হবে?
কৃষিজ উৎপাদন,7,কৃষি শিক্ষা,4,সি,ডি,এ,বি,পেয়ারা কোন ভিটামিনের প্রধান উৎস?
